date,state,positive,death,hospitalizedCurrently,positiveIncrease,deathIncrease,totalTestResults,hospitalizedIncrease,inIcuCurrently,onVentilatorCurrently
2020-03-06,AK,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0
2020-03-07,AK,0.0,0.0,0.0,0,0,12.0,0,0.0,0.0
2020-03-08,AK,0.0,0.0,0.0,0,0,14.0,0,0.0,0.0
2020-03-09,AK,0.0,0.0,0.0,0,0,23.0,1,0.0,0.0
2020-03-10,AK,0.0,0.0,0.0,0,0,23.0,0,0.0,0.0
2020-03-11,AK,0.0,0.0,0.0,0,0,46.0,0,0.0,0.0
2020-03-12,AK,0.0,0.0,0.0,0,0,46.0,0,0.0,0.0
2020-03-13,AK,0.0,0.0,0.0,0,0,60.0,0,0.0,0.0
2020-03-14,AK,0.0,0.0,0.0,0,0,144.0,0,0.0,0.0
2020-03-15,AK,0.0,0.0,0.0,0,0,144.0,0,0.0,0.0
2020-03-16,AK,0.0,0.0,0.0,0,0,144.0,0,0.0,0.0
2020-03-17,AK,3.0,0.0,0.0,3,0,337.0,0,0.0,0.0
2020-03-18,AK,8.0,0.0,0.0,5,0,412.0,0,0.0,0.0
2020-03-19,AK,11.0,0.0,0.0,3,0,438.0,0,0.0,0.0
2020-03-20,AK,14.0,0.0,0.0,3,0,698.0,0,0.0,0.0
2020-03-21,AK,15.0,0.0,0.0,1,0,772.0,0,0.0,0.0
2020-03-22,AK,25.0,0.0,0.0,10,0,968.0,0,0.0,0.0
2020-03-23,AK,38.0,0.0,0.0,13,0,968.0,0,0.0,0.0
2020-03-24,AK,42.0,0.0,0.0,4,0,1022.0,1,0.0,0.0
2020-03-25,AK,49.0,1.0,0.0,7,1,1691.0,1,0.0,0.0
2020-03-26,AK,63.0,1.0,0.0,14,0,1860.0,1,0.0,0.0
2020-03-27,AK,74.0,1.0,0.0,11,0,2388.0,2,0.0,0.0
2020-03-28,AK,91.0,2.0,0.0,17,1,2921.0,4,0.0,0.0
2020-03-29,AK,110.0,2.0,0.0,19,0,3334.0,0,0.0,0.0
2020-03-30,AK,118.0,3.0,0.0,8,1,3654.0,0,0.0,0.0
2020-03-31,AK,128.0,3.0,0.0,10,0,3713.0,2,0.0,0.0
2020-04-01,AK,141.0,3.0,0.0,13,0,4603.0,3,0.0,0.0
2020-04-02,AK,149.0,3.0,0.0,8,0,5022.0,1,0.0,0.0
2020-04-03,AK,160.0,3.0,0.0,11,0,6016.0,1,0.0,0.0
2020-04-04,AK,171.0,5.0,0.0,11,2,6040.0,0,0.0,0.0
2020-04-05,AK,185.0,6.0,0.0,14,1,6284.0,4,0.0,0.0
2020-04-06,AK,191.0,6.0,0.0,6,0,6883.0,4,0.0,0.0
2020-04-07,AK,213.0,6.0,0.0,22,0,6913.0,1,0.0,0.0
2020-04-08,AK,226.0,7.0,0.0,13,1,7068.0,2,0.0,0.0
2020-04-09,AK,235.0,7.0,0.0,9,0,7223.0,2,0.0,0.0
2020-04-10,AK,246.0,7.0,0.0,11,0,7432.0,0,0.0,0.0
2020-04-11,AK,257.0,8.0,0.0,11,1,7732.0,2,0.0,0.0
2020-04-12,AK,272.0,8.0,0.0,15,0,8038.0,1,0.0,0.0
2020-04-13,AK,277.0,8.0,0.0,5,0,7830.0,0,0.0,0.0
2020-04-14,AK,285.0,9.0,0.0,8,1,8348.0,0,0.0,0.0
2020-04-15,AK,293.0,9.0,0.0,8,0,8664.0,0,0.0,0.0
2020-04-16,AK,300.0,9.0,0.0,7,0,8735.0,3,0.0,0.0
2020-04-17,AK,309.0,9.0,0.0,9,0,9450.0,1,0.0,0.0
2020-04-18,AK,314.0,9.0,39.0,5,0,9655.0,0,0.0,0.0
2020-04-19,AK,319.0,9.0,37.0,5,0,9895.0,0,0.0,0.0
2020-04-20,AK,321.0,9.0,46.0,2,0,10124.0,0,0.0,0.0
2020-04-21,AK,329.0,9.0,42.0,8,0,11119.0,0,0.0,0.0
2020-04-22,AK,335.0,9.0,39.0,6,0,12159.0,0,0.0,0.0
2020-04-23,AK,337.0,9.0,42.0,2,0,12161.0,0,0.0,0.0
2020-04-24,AK,339.0,9.0,36.0,2,0,12281.0,0,0.0,0.0
2020-04-25,AK,339.0,9.0,32.0,0,0,15732.0,0,0.0,0.0
2020-04-26,AK,341.0,9.0,14.0,2,0,16177.0,0,0.0,0.0
2020-04-27,AK,345.0,9.0,10.0,4,0,16256.0,0,0.0,0.0
2020-04-28,AK,351.0,9.0,16.0,6,0,17089.0,1,0.0,0.0
2020-04-29,AK,355.0,9.0,14.0,4,0,19119.0,0,0.0,0.0
2020-04-30,AK,355.0,9.0,19.0,0,0,19119.0,0,0.0,0.0
2020-05-01,AK,364.0,9.0,25.0,9,0,20325.0,1,0.0,0.0
2020-05-02,AK,365.0,9.0,10.0,1,0,21399.0,0,0.0,0.0
2020-05-03,AK,368.0,9.0,12.0,3,0,21578.0,0,0.0,0.0
2020-05-04,AK,370.0,9.0,12.0,2,0,21723.0,0,0.0,0.0
2020-05-05,AK,371.0,9.0,13.0,1,0,22692.0,1,0.0,0.0
2020-05-06,AK,372.0,10.0,8.0,1,1,23655.0,1,0.0,0.0
2020-05-07,AK,374.0,10.0,12.0,2,0,24341.0,0,0.0,0.0
2020-05-08,AK,377.0,10.0,16.0,3,0,25473.0,0,0.0,0.0
2020-05-09,AK,378.0,10.0,8.0,1,0,26449.0,0,0.0,0.0
2020-05-10,AK,379.0,10.0,8.0,1,0,27364.0,0,0.0,0.0
2020-05-11,AK,381.0,10.0,7.0,2,0,28680.0,0,0.0,0.0
2020-05-12,AK,383.0,10.0,10.0,2,0,29961.0,0,0.0,0.0
2020-05-13,AK,384.0,10.0,12.0,1,0,30649.0,0,0.0,0.0
2020-05-14,AK,389.0,10.0,12.0,5,0,31762.0,1,0.0,0.0
2020-05-15,AK,390.0,10.0,8.0,1,0,32418.0,1,0.0,0.0
2020-05-16,AK,394.0,10.0,10.0,4,0,33281.0,2,0.0,0.0
2020-05-17,AK,398.0,10.0,13.0,4,0,34651.0,1,0.0,0.0
2020-05-18,AK,401.0,10.0,9.0,3,0,35611.0,0,0.0,0.0
2020-05-19,AK,401.0,10.0,16.0,0,0,36380.0,0,0.0,0.0
2020-05-20,AK,404.0,10.0,16.0,3,0,37045.0,0,0.0,0.0
2020-05-21,AK,404.0,10.0,19.0,0,0,39545.0,1,0.0,0.0
2020-05-22,AK,406.0,10.0,15.0,2,0,41446.0,2,0.0,0.0
2020-05-23,AK,410.0,10.0,10.0,4,0,42351.0,0,0.0,0.0
2020-05-24,AK,410.0,10.0,10.0,0,0,43507.0,0,0.0,0.0
2020-05-25,AK,411.0,10.0,10.0,1,0,44472.0,0,0.0,0.0
2020-05-26,AK,413.0,10.0,12.0,2,0,44964.0,0,0.0,0.0
2020-05-27,AK,414.0,10.0,14.0,1,0,46363.0,0,0.0,0.0
2020-05-28,AK,427.0,10.0,10.0,13,0,47970.0,0,0.0,0.0
2020-05-29,AK,432.0,10.0,14.0,5,0,49439.0,1,0.0,1.0
2020-05-30,AK,435.0,10.0,14.0,3,0,51695.0,0,0.0,2.0
2020-05-31,AK,463.0,10.0,14.0,28,0,51695.0,0,0.0,2.0
2020-06-01,AK,470.0,10.0,10.0,7,0,54190.0,0,0.0,1.0
2020-06-02,AK,490.0,10.0,10.0,20,0,56203.0,1,0.0,0.0
2020-06-03,AK,508.0,10.0,11.0,18,0,58182.0,1,0.0,0.0
2020-06-04,AK,518.0,10.0,13.0,10,0,60097.0,0,0.0,1.0
2020-06-05,AK,529.0,10.0,8.0,11,0,60990.0,1,0.0,1.0
2020-06-06,AK,541.0,10.0,7.0,12,0,63901.0,0,0.0,1.0
2020-06-07,AK,549.0,10.0,7.0,8,0,64904.0,0,0.0,1.0
2020-06-08,AK,567.0,10.0,7.0,18,0,65912.0,0,0.0,0.0
2020-06-09,AK,578.0,11.0,12.0,11,1,66890.0,0,0.0,1.0
2020-06-10,AK,598.0,11.0,22.0,20,0,67720.0,0,0.0,3.0
2020-06-11,AK,616.0,11.0,18.0,18,0,69011.0,1,0.0,4.0
2020-06-12,AK,630.0,12.0,15.0,14,1,70880.0,1,0.0,3.0
2020-06-13,AK,656.0,12.0,12.0,26,0,71803.0,1,0.0,2.0
2020-06-14,AK,665.0,12.0,11.0,9,0,73467.0,1,0.0,1.0
2020-06-15,AK,668.0,12.0,21.0,3,0,74437.0,3,0.0,3.0
2020-06-16,AK,681.0,12.0,22.0,13,0,76215.0,1,0.0,2.0
2020-06-17,AK,701.0,12.0,23.0,20,0,77709.0,0,0.0,0.0
2020-06-18,AK,713.0,12.0,18.0,12,0,81185.0,0,0.0,0.0
2020-06-19,AK,729.0,12.0,18.0,16,0,83631.0,2,0.0,1.0
2020-06-20,AK,750.0,12.0,16.0,21,0,86918.0,2,0.0,1.0
2020-06-21,AK,761.0,12.0,15.0,11,0,88051.0,0,0.0,1.0
2020-06-22,AK,767.0,12.0,13.0,6,0,90824.0,0,0.0,1.0
2020-06-23,AK,783.0,12.0,14.0,16,0,92947.0,1,0.0,1.0
2020-06-24,AK,797.0,12.0,16.0,14,0,96096.0,1,0.0,2.0
2020-06-25,AK,821.0,12.0,14.0,24,0,99452.0,0,0.0,2.0
2020-06-26,AK,839.0,14.0,12.0,18,2,101792.0,0,0.0,2.0
2020-06-27,AK,858.0,14.0,11.0,19,0,105581.0,0,0.0,1.0
2020-06-28,AK,887.0,14.0,12.0,29,0,108300.0,1,0.0,1.0
2020-06-29,AK,908.0,14.0,16.0,21,0,108709.0,0,0.0,1.0
2020-06-30,AK,944.0,14.0,18.0,36,0,112185.0,0,0.0,1.0
2020-07-01,AK,982.0,14.0,20.0,38,0,114400.0,0,0.0,2.0
2020-07-02,AK,1020.0,14.0,18.0,38,0,115909.0,0,0.0,1.0
2020-07-03,AK,1065.0,15.0,25.0,45,1,120208.0,1,0.0,3.0
2020-07-04,AK,1114.0,16.0,23.0,49,1,122732.0,2,0.0,3.0
2020-07-05,AK,1141.0,16.0,19.0,27,0,123753.0,4,0.0,3.0
2020-07-06,AK,1168.0,16.0,19.0,27,0,123753.0,3,0.0,3.0
2020-07-07,AK,1186.0,17.0,25.0,18,1,131420.0,2,0.0,1.0
2020-07-08,AK,1226.0,17.0,30.0,40,0,133401.0,4,0.0,0.0
2020-07-09,AK,1273.0,17.0,28.0,47,0,135744.0,3,0.0,0.0
2020-07-10,AK,1323.0,17.0,30.0,50,0,141931.0,3,0.0,0.0
2020-07-11,AK,1386.0,17.0,31.0,63,0,143376.0,3,0.0,1.0
2020-07-12,AK,1478.0,17.0,27.0,92,0,145475.0,2,0.0,0.0
2020-07-13,AK,1537.0,17.0,22.0,59,0,146590.0,1,0.0,0.0
2020-07-14,AK,1580.0,17.0,25.0,43,0,149473.0,2,0.0,1.0
2020-07-15,AK,1631.0,17.0,32.0,51,0,156093.0,4,0.0,0.0
2020-07-16,AK,1695.0,17.0,32.0,64,0,163022.0,1,0.0,0.0
2020-07-17,AK,1737.0,17.0,32.0,42,0,165414.0,2,0.0,0.0
2020-07-18,AK,1799.0,18.0,26.0,62,1,168363.0,2,0.0,1.0
2020-07-19,AK,1882.0,18.0,27.0,83,0,173010.0,3,0.0,1.0
2020-07-20,AK,1955.0,18.0,29.0,73,0,175586.0,1,0.0,0.0
2020-07-21,AK,2045.0,18.0,32.0,90,0,178626.0,2,0.0,1.0
2020-07-22,AK,2139.0,19.0,34.0,94,1,185333.0,5,0.0,1.0
2020-07-23,AK,2203.0,19.0,36.0,64,0,189509.0,6,0.0,1.0
2020-07-24,AK,2260.0,19.0,37.0,57,0,200572.0,2,0.0,1.0
2020-07-25,AK,2348.0,20.0,38.0,88,1,205066.0,6,0.0,2.0
2020-07-26,AK,2533.0,20.0,43.0,185,0,207264.0,3,0.0,4.0
2020-07-27,AK,2627.0,21.0,38.0,94,1,207264.0,3,0.0,3.0
2020-07-28,AK,2735.0,22.0,44.0,108,1,213875.0,5,0.0,4.0
2020-07-29,AK,2803.0,22.0,45.0,68,0,223664.0,2,0.0,3.0
2020-07-30,AK,2887.0,23.0,45.0,84,1,225057.0,2,0.0,3.0
2020-07-31,AK,2993.0,23.0,40.0,106,0,233106.0,4,0.0,3.0
2020-08-01,AK,3137.0,24.0,37.0,144,1,238633.0,2,0.0,3.0
2020-08-02,AK,3273.0,24.0,39.0,136,0,243090.0,1,0.0,3.0
2020-08-03,AK,3331.0,25.0,38.0,58,1,245807.0,2,0.0,4.0
2020-08-04,AK,3392.0,25.0,33.0,61,0,252649.0,2,0.0,2.0
2020-08-05,AK,3447.0,25.0,38.0,55,0,257279.0,3,0.0,2.0
2020-08-06,AK,3487.0,25.0,42.0,40,0,261572.0,3,0.0,2.0
2020-08-07,AK,3542.0,25.0,37.0,55,0,268851.0,3,0.0,3.0
2020-08-08,AK,3621.0,26.0,37.0,79,1,273593.0,5,0.0,4.0
2020-08-09,AK,3718.0,26.0,40.0,97,0,277919.0,4,0.0,4.0
2020-08-10,AK,3786.0,26.0,37.0,68,0,280343.0,4,0.0,3.0
2020-08-11,AK,3835.0,26.0,39.0,49,0,290744.0,1,0.0,4.0
2020-08-12,AK,3896.0,27.0,39.0,61,1,292582.0,5,0.0,3.0
2020-08-13,AK,3978.0,27.0,46.0,82,0,294053.0,5,0.0,3.0
2020-08-14,AK,4078.0,27.0,38.0,100,0,295929.0,2,0.0,3.0
2020-08-15,AK,4162.0,28.0,36.0,84,1,296677.0,4,0.0,4.0
2020-08-16,AK,4263.0,28.0,42.0,101,0,301515.0,6,0.0,3.0
2020-08-17,AK,4313.0,28.0,33.0,50,0,305648.0,3,0.0,4.0
2020-08-18,AK,4379.0,29.0,47.0,66,1,310009.0,2,0.0,7.0
2020-08-19,AK,4452.0,29.0,56.0,73,0,310849.0,6,0.0,6.0
2020-08-20,AK,4535.0,29.0,51.0,83,0,312647.0,4,0.0,6.0
2020-08-21,AK,4604.0,30.0,46.0,69,1,321535.0,2,0.0,6.0
2020-08-22,AK,4692.0,31.0,46.0,88,1,326287.0,3,0.0,6.0
2020-08-23,AK,4758.0,32.0,48.0,66,1,327440.0,2,0.0,7.0
2020-08-24,AK,4829.0,32.0,43.0,71,0,330503.0,3,0.0,8.0
2020-08-25,AK,4862.0,36.0,46.0,33,4,333831.0,5,0.0,6.0
2020-08-26,AK,4914.0,37.0,44.0,52,1,334804.0,2,0.0,6.0
2020-08-27,AK,4998.0,37.0,43.0,84,0,336220.0,1,0.0,9.0
2020-08-28,AK,5114.0,37.0,37.0,116,0,339538.0,3,0.0,8.0
2020-08-29,AK,5207.0,37.0,43.0,93,0,345695.0,1,0.0,7.0
2020-08-30,AK,5250.0,37.0,41.0,43,0,346839.0,1,0.0,8.0
2020-08-31,AK,5286.0,37.0,39.0,36,0,348630.0,0,0.0,8.0
2020-09-01,AK,5321.0,39.0,41.0,35,2,374255.0,5,0.0,9.0
2020-09-02,AK,5387.0,39.0,46.0,66,0,376884.0,1,0.0,10.0
2020-09-03,AK,5475.0,40.0,43.0,88,1,377936.0,5,0.0,8.0
2020-09-04,AK,5594.0,40.0,43.0,119,0,381937.0,0,0.0,4.0
2020-09-05,AK,5681.0,42.0,36.0,87,2,385002.0,4,0.0,8.0
2020-09-06,AK,5776.0,42.0,41.0,95,0,387057.0,0,0.0,7.0
2020-09-07,AK,5810.0,42.0,36.0,34,0,388621.0,4,0.0,8.0
2020-09-08,AK,5843.0,42.0,41.0,33,0,391656.0,5,0.0,8.0
2020-09-09,AK,5908.0,42.0,40.0,65,0,391937.0,3,0.0,10.0
2020-09-10,AK,6022.0,42.0,42.0,114,0,393077.0,2,0.0,10.0
2020-09-11,AK,6111.0,43.0,44.0,89,1,394586.0,0,0.0,7.0
2020-09-12,AK,6214.0,44.0,32.0,103,1,399629.0,1,0.0,8.0
2020-09-13,AK,6275.0,44.0,35.0,61,0,401213.0,1,0.0,8.0
2020-09-14,AK,6350.0,44.0,37.0,75,0,403413.0,3,0.0,8.0
2020-09-15,AK,6393.0,44.0,44.0,43,0,407124.0,3,0.0,8.0
2020-09-16,AK,6443.0,44.0,45.0,50,0,408564.0,1,0.0,9.0
2020-09-17,AK,6551.0,44.0,41.0,108,0,415863.0,1,0.0,13.0
2020-09-18,AK,6658.0,45.0,36.0,107,1,418293.0,3,0.0,13.0
2020-09-19,AK,6752.0,45.0,41.0,94,0,422850.0,0,0.0,13.0
2020-09-20,AK,6860.0,45.0,43.0,108,0,426925.0,4,0.0,13.0
2020-09-21,AK,6930.0,45.0,47.0,70,0,428645.0,5,0.0,13.0
2020-09-22,AK,6987.0,45.0,43.0,57,0,431191.0,3,0.0,14.0
2020-09-23,AK,7063.0,45.0,43.0,76,0,433198.0,1,0.0,14.0
2020-09-24,AK,7194.0,45.0,43.0,131,0,433198.0,4,0.0,14.0
2020-09-25,AK,7320.0,51.0,43.0,126,6,441332.0,2,0.0,14.0
2020-09-26,AK,7439.0,52.0,43.0,119,1,442869.0,2,0.0,14.0
2020-09-27,AK,7549.0,56.0,43.0,110,4,442869.0,4,0.0,14.0
2020-09-28,AK,7663.0,56.0,43.0,114,0,444791.0,1,0.0,14.0
2020-09-29,AK,7785.0,56.0,49.0,122,0,451056.0,4,0.0,7.0
2020-09-30,AK,7889.0,56.0,53.0,104,0,457207.0,2,0.0,7.0
2020-10-01,AK,8026.0,57.0,42.0,137,1,462323.0,2,0.0,6.0
2020-10-02,AK,8167.0,57.0,41.0,141,0,469290.0,3,0.0,6.0
2020-10-03,AK,8306.0,58.0,39.0,139,1,473256.0,2,0.0,5.0
2020-10-04,AK,8447.0,58.0,51.0,141,0,476818.0,2,0.0,6.0
2020-10-05,AK,8643.0,58.0,45.0,196,0,479374.0,1,0.0,6.0
2020-10-06,AK,8790.0,58.0,45.0,147,0,479374.0,3,0.0,6.0
2020-10-07,AK,8911.0,59.0,46.0,121,1,490074.0,5,0.0,6.0
2020-10-08,AK,9045.0,60.0,46.0,134,1,491171.0,4,0.0,6.0
2020-10-09,AK,9232.0,60.0,51.0,187,0,493070.0,2,0.0,6.0
2020-10-10,AK,9462.0,60.0,66.0,230,0,499253.0,2,0.0,10.0
2020-10-11,AK,9712.0,60.0,57.0,250,0,502997.0,4,0.0,7.0
2020-10-12,AK,9903.0,60.0,52.0,191,0,505927.0,7,0.0,8.0
2020-10-13,AK,10059.0,60.0,59.0,156,0,514789.0,3,0.0,8.0
2020-10-14,AK,10214.0,64.0,56.0,155,4,517177.0,1,0.0,7.0
2020-10-15,AK,10380.0,65.0,60.0,166,1,519461.0,9,0.0,7.0
2020-10-16,AK,10601.0,66.0,59.0,221,1,522664.0,8,0.0,8.0
2020-10-17,AK,10811.0,67.0,68.0,210,1,530500.0,4,0.0,9.0
2020-10-18,AK,11021.0,67.0,73.0,210,0,532711.0,6,0.0,11.0
2020-10-19,AK,11225.0,67.0,65.0,204,0,536223.0,4,0.0,8.0
2020-10-20,AK,11456.0,67.0,38.0,231,0,546525.0,2,0.0,10.0
2020-10-21,AK,11680.0,68.0,41.0,224,1,547140.0,6,0.0,8.0
2020-10-22,AK,11919.0,68.0,41.0,239,0,548709.0,6,0.0,5.0
2020-10-23,AK,12167.0,68.0,59.0,248,0,552746.0,14,0.0,7.0
2020-10-24,AK,12523.0,68.0,58.0,356,0,552746.0,4,0.0,8.0
2020-10-25,AK,13041.0,68.0,58.0,518,0,559969.0,2,0.0,9.0
2020-10-26,AK,13391.0,68.0,50.0,350,0,570844.0,3,0.0,9.0
2020-10-27,AK,13779.0,70.0,81.0,388,2,577429.0,1,0.0,8.0
2020-10-28,AK,14131.0,71.0,80.0,352,1,580599.0,9,0.0,8.0
2020-10-29,AK,14481.0,77.0,89.0,350,6,584268.0,8,0.0,6.0
2020-10-30,AK,14858.0,81.0,90.0,377,4,586323.0,6,0.0,6.0
2020-10-31,AK,15312.0,82.0,94.0,454,1,604207.0,7,0.0,6.0
2020-11-01,AK,15663.0,83.0,98.0,351,1,604207.0,7,0.0,5.0
2020-11-02,AK,16007.0,84.0,97.0,344,1,620170.0,8,0.0,6.0
2020-11-03,AK,16390.0,84.0,97.0,383,0,624755.0,2,0.0,9.0
2020-11-04,AK,16798.0,84.0,95.0,408,0,627758.0,4,0.0,9.0
2020-11-05,AK,17111.0,84.0,104.0,313,0,781826.0,6,0.0,7.0
2020-11-06,AK,17618.0,84.0,106.0,507,0,781301.0,9,0.0,7.0
2020-11-07,AK,18221.0,84.0,105.0,603,0,780694.0,8,0.0,8.0
2020-11-08,AK,18732.0,84.0,119.0,511,0,780174.0,10,0.0,7.0
2020-11-09,AK,19196.0,84.0,119.0,464,0,767997.0,5,0.0,9.0
2020-11-10,AK,19734.0,92.0,120.0,538,8,828140.0,6,0.0,10.0
2020-11-11,AK,20221.0,96.0,117.0,487,4,834590.0,8,0.0,7.0
2020-11-12,AK,20702.0,96.0,113.0,481,0,844666.0,9,0.0,8.0
2020-11-13,AK,21286.0,96.0,113.0,584,0,844666.0,5,0.0,8.0
2020-11-14,AK,22020.0,98.0,125.0,734,2,862264.0,1,0.0,11.0
2020-11-15,AK,22662.0,98.0,141.0,642,0,867382.0,7,0.0,7.0
2020-11-16,AK,23240.0,98.0,143.0,578,0,872347.0,9,0.0,14.0
2020-11-17,AK,23874.0,100.0,136.0,634,2,878622.0,3,0.0,11.0
2020-11-18,AK,24419.0,100.0,147.0,545,0,885558.0,22,0.0,15.0
2020-11-19,AK,24909.0,101.0,139.0,490,1,898799.0,9,0.0,14.0
2020-11-20,AK,25369.0,101.0,127.0,460,0,904712.0,13,0.0,15.0
2020-11-21,AK,26044.0,102.0,129.0,675,1,918745.0,6,0.0,14.0
2020-11-22,AK,26587.0,103.0,133.0,543,1,926361.0,0,0.0,17.0
2020-11-23,AK,27085.0,103.0,146.0,498,0,933016.0,5,0.0,19.0
2020-11-24,AK,27669.0,116.0,144.0,584,13,943401.0,14,0.0,21.0
2020-11-25,AK,28339.0,116.0,145.0,670,0,954276.0,32,0.0,22.0
2020-11-26,AK,28892.0,119.0,145.0,553,3,969573.0,25,0.0,22.0
2020-11-27,AK,29554.0,119.0,159.0,662,0,990773.0,3,0.0,25.0
2020-11-28,AK,30204.0,121.0,155.0,650,2,999054.0,30,0.0,25.0
2020-11-29,AK,30816.0,121.0,159.0,612,0,1006180.0,1,0.0,27.0
2020-11-30,AK,31323.0,121.0,162.0,507,0,1011396.0,3,0.0,27.0
2020-12-01,AK,31834.0,122.0,155.0,511,1,1018628.0,24,0.0,21.0
2020-12-02,AK,32531.0,122.0,164.0,697,0,1024643.0,19,0.0,23.0
2020-12-03,AK,33291.0,130.0,157.0,760,8,1040505.0,15,0.0,24.0
2020-12-04,AK,34041.0,142.0,151.0,750,12,1050369.0,11,0.0,23.0
2020-12-05,AK,34963.0,143.0,166.0,922,1,1067231.0,5,0.0,24.0
2020-12-06,AK,35720.0,143.0,164.0,757,0,1077776.0,0,0.0,21.0
2020-03-07,AL,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-08,AL,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-09,AL,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-10,AL,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-11,AL,0.0,0.0,0.0,0,0,10.0,0,0.0,0.0
2020-03-12,AL,0.0,0.0,0.0,0,0,10.0,0,0.0,0.0
2020-03-13,AL,1.0,0.0,0.0,1,0,12.0,0,0.0,0.0
2020-03-14,AL,6.0,0.0,0.0,5,0,28.0,0,0.0,0.0
2020-03-15,AL,12.0,0.0,0.0,6,0,40.0,0,0.0,0.0
2020-03-16,AL,28.0,0.0,0.0,16,0,56.0,0,0.0,0.0
2020-03-17,AL,36.0,0.0,0.0,8,0,64.0,0,0.0,0.0
2020-03-18,AL,46.0,0.0,0.0,10,0,74.0,0,0.0,0.0
2020-03-19,AL,68.0,0.0,0.0,22,0,96.0,0,0.0,0.0
2020-03-20,AL,81.0,0.0,0.0,13,0,109.0,0,0.0,0.0
2020-03-21,AL,124.0,0.0,0.0,43,0,152.0,0,0.0,0.0
2020-03-22,AL,138.0,0.0,0.0,14,0,1602.0,0,0.0,0.0
2020-03-23,AL,167.0,0.0,0.0,29,0,1832.0,0,0.0,0.0
2020-03-24,AL,215.0,0.0,74.0,48,0,2321.0,0,0.0,0.0
2020-03-25,AL,283.0,0.0,91.0,68,0,2812.0,0,0.0,0.0
2020-03-26,AL,506.0,1.0,106.0,223,1,4099.0,0,0.0,0.0
2020-03-27,AL,587.0,3.0,112.0,81,2,4771.0,0,0.0,0.0
2020-03-28,AL,696.0,3.0,134.0,109,0,4880.0,0,0.0,0.0
2020-03-29,AL,806.0,4.0,158.0,110,1,4990.0,0,0.0,0.0
2020-03-30,AL,859.0,6.0,156.0,53,2,6553.0,0,0.0,0.0
2020-03-31,AL,981.0,13.0,172.0,122,7,7279.0,0,0.0,0.0
2020-04-01,AL,1077.0,26.0,258.0,96,13,7774.0,0,0.0,0.0
2020-04-02,AL,1233.0,32.0,226.0,156,6,8736.0,0,0.0,0.0
2020-04-03,AL,1432.0,35.0,238.0,199,3,9619.0,0,0.0,0.0
2020-04-04,AL,1580.0,43.0,238.0,148,8,10853.0,212,0.0,0.0
2020-04-05,AL,1796.0,45.0,282.0,216,2,13078.0,19,0.0,0.0
2020-04-06,AL,1968.0,50.0,297.0,172,5,14765.0,9,0.0,0.0
2020-04-07,AL,2119.0,56.0,302.0,151,6,14916.0,31,0.0,0.0
2020-04-08,AL,2369.0,66.0,308.0,250,10,19122.0,43,0.0,0.0
2020-04-09,AL,2769.0,74.0,324.0,400,8,20827.0,19,0.0,0.0
2020-04-10,AL,2968.0,80.0,350.0,199,6,21026.0,35,0.0,0.0
2020-04-11,AL,3191.0,91.0,343.0,223,11,21249.0,34,0.0,0.0
2020-04-12,AL,3525.0,93.0,290.0,334,2,21583.0,35,0.0,0.0
2020-04-13,AL,3734.0,99.0,380.0,209,6,29182.0,20,0.0,0.0
2020-04-14,AL,3876.0,110.0,380.0,142,11,33117.0,36,0.0,0.0
2020-04-15,AL,4113.0,121.0,402.0,237,11,34077.0,32,0.0,0.0
2020-04-16,AL,4345.0,133.0,360.0,232,12,36391.0,28,0.0,0.0
2020-04-17,AL,4530.0,144.0,364.0,185,11,37848.0,41,0.0,0.0
2020-04-18,AL,4655.0,146.0,359.0,125,2,42538.0,26,0.0,0.0
2020-04-19,AL,4837.0,154.0,360.0,182,8,45712.0,21,0.0,0.0
2020-04-20,AL,5025.0,167.0,397.0,188,13,45900.0,0,0.0,0.0
2020-04-21,AL,5231.0,177.0,401.0,206,10,48526.0,58,0.0,0.0
2020-04-22,AL,5465.0,194.0,440.0,234,17,48760.0,31,0.0,0.0
2020-04-23,AL,5778.0,197.0,406.0,313,3,52641.0,38,0.0,0.0
2020-04-24,AL,5832.0,197.0,429.0,54,0,52695.0,0,0.0,0.0
2020-04-25,AL,6137.0,212.0,351.0,305,15,71344.0,71,0.0,0.0
2020-04-26,AL,6270.0,216.0,384.0,133,4,73551.0,6,0.0,0.0
2020-04-27,AL,6499.0,222.0,426.0,229,6,73997.0,27,0.0,0.0
2020-04-28,AL,6687.0,242.0,530.0,188,20,75827.0,39,0.0,0.0
2020-04-29,AL,6842.0,245.0,498.0,155,3,80449.0,34,0.0,0.0
2020-04-30,AL,7019.0,269.0,479.0,177,24,87196.0,33,0.0,0.0
2020-05-01,AL,7158.0,279.0,495.0,139,10,91933.0,30,0.0,0.0
2020-05-02,AL,7434.0,288.0,420.0,276,9,92209.0,15,0.0,0.0
2020-05-03,AL,7725.0,290.0,427.0,291,2,92500.0,12,0.0,0.0
2020-05-04,AL,8025.0,296.0,517.0,300,6,103117.0,29,0.0,0.0
